Song No.,1.Meter,2.No of beats,3.Beat sub-division ,4. No. of sub-beats,5.Syncopation,6.Motivic redundancy ,7.Durational variability ,8.Tonality,9. Mode,10.No. of scale degrees ,11.Hemitonicity ,12.Maximum interval size ,13.Melodic range ,14.Melodic contour ,15.Melisma ,16.Vocables,17. Number of vocal parts ,18.Rhythmic texture ,19.Harmonic interval ,20.Relative contour ,21.Phrase repetition ,22.Phrase length,23.Phrase symmetry,24.Solo/group arrangement ,25.Responsorial relationship ,26. Phrase overlap,(Cantometrics#)5. Tonal blend,6. Rhythmic blend,23. Embellishment,24. Tempo,25. Volume,26. Rubato,28. Glissando,30. Tremolo,31. Glottal shake,32. Register,33.  Vocal width,34. Nasality,35. Rasp,36. Accent,37. Enunciation,CantoCore ID No.,Other comment,Population Name,Recording source,Album Name,Track No.,Song name,Cantogroup,MDS coordinate dimension 1,MDS coordinate dimension 2
264,bd,b,c,a,0,0.5,0.5,e,d,0.5,0,0.5,0.5,fe,0.5,0,0,,,,0.5,0.5,0.5,a,b,0,,,0.5,0.4,0.5,0.666666667,0.666666667,0.5,0.5,0.25,0,0.5,0.25,0.25,0.25,1763,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),12,Work Song/Play Song - Arari (2),purple,0.068408386,-0.079246119
265,a,,,,,0,1,e,d,0.5,0,0.5,0.5,fc,0.5,0,0,,,,0,0.5,0.5,a,a,,,,0.25,,0.5,,0.666666667,0.5,0.5,0.5,0.333333333,0.5,0.75,0.5,0.25,1836,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),13,Work Song/Play Song - Arari (3),purple,0.190389327,0.014380945
266,ad,a,c,b,0,0.5,0.5,e,d,0.5,0,0.5,0.5,fc,1,0,0,,,,0.5,0.5,0.5,a,a,,,,0.5,0.6,0.5,0.666666667,0.666666667,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,1872,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),14,Work Song/Play Song - Arari (4),purple,0.064335021,-0.036831343
267,ab,,,,,0.5,1,e,d,0.5,0,0.5,0.5,fc,1,0,0,,,,0.5,0.5,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.666666667,1,1,0.25,0.666666667,0.5,0.75,0.75,0.25,1827,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),15,Work Song/Play Song - Arari (5),purple,0.167755187,-0.007620252
268,db,a,c,b,0.5,0.5,0.5,e,d,0.5,0,0.5,0.5,cf,0.5,0,0,,,,0.5,0,0,a,b,0,,,0.5,0.6,0.75,0.666666667,0.666666667,0.5,0.5,0.25,0,0.25,0.25,0.25,0.25,1768,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),16,Play Song - Eorang-taryeong,blue,0.017623438,-0.081804705
269,d,a,b,,,1,0.5,e,d,0.5,0,0.5,0.5,fe,0,0,0,,,,0.5,0.5,0,a,b,0,,,0.75,0.4,0.5,0.666666667,1,1,0.5,0.5,0.333333333,0.5,0.5,0.5,0.25,1661,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),17,Work Song/Play Song - Jajin-arari (1),blue,-0.019169648,-0.078271101
270,b,,,,,0.5,0.5,ea,a,0,0.5,0.5,0,af,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0,0.25,0.25,0.5,0.5,1706,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 6 (Other working songs 1),19,Song for Picking Fruit - Dolggaeggokji,green,0.027847386,0.113958022
271,bd,b,c,a,0,0.5,1,e,a,0,0,0.5,0,af,0,0,0,,,,0,1,0.5,a,a,,,,0.75,0.8,0.5,0.333333333,0.666666667,0.5,1,0.75,0.333333333,0.25,0.25,0.5,0.25,1732,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),11,Song for Grinding Grains (3),green,0.059518752,0.082680545
272,a,,,,,0,1,e,d,0.5,0.5,1,0.5,fc,0.5,0,0,,,,0,0.5,0.5,a,a,,,,0.5,,0.5,,0.666666667,1,0.5,0.5,0.333333333,0.5,0.25,0.5,0.5,1785,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),17,Song for Spinning Cotton (2),purple,0.169354131,0.023599575
273,d,b,c,a,0,1,0,e,a,0.5,0.5,0.5,0.5,f,0,0,0,,,,0.5,0.5,0,a,a,,,,0.75,0.4,0.25,1,0.666666667,1,1,0.5,0,0.5,0.25,0.5,0.5,1701,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),20,Lullaby (1),yellow,-0.078069359,-0.009223136
274,d,a,c,b,0,1,0,e,a,0,0,0.5,0.5,af,0,0,0,,,,0.5,0.5,0,a,a,,,,0.75,0.6,0.5,1,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.25,0.25,1508,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),21,Lullaby (2),yellow,-0.101556383,0.032440829
275,d,a,c,b,0,1,0.5,e,e,0,0,0.5,0,fe,0,0.5,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.5,1,0.666666667,1,1,0.75,0.333333333,0.5,0.5,0.25,0.25,1692,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),24,Song for Dandling Baby (1),yellow,-0.11096324,0.027331242
276,d,a,c,b,0,1,0,ae,a,0,0,0.5,0,c,0,0.5,0,,,,0,0.5,0.5,a,a,,,,1,0.6,0.5,0.666666667,0,1,1,0.5,0.333333333,0.5,0.5,0.5,0.25,1552,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),26,Song for Dandling Baby (3) - Ddal-taryeong,yellow,-0.083006059,0.088432295
277,d,a,c,b,0,1,0.5,e,d,0.5,0,0.5,0.5,f,0,0,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.5,1,1,1,1,0.5,0.333333333,0.5,0.75,0.5,0.25,1875,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 7 (Other working songs 2),29,Song for Dandling Baby (6) - Left and Right,yellow,-0.034057078,-0.032343967
278,ab,,,,,0,1,e,d,0.5,0,0.5,0,e,0.5,0.5,0,,,,0,1,1,c,c,0,0.75,0.6,0.5,,0.75,,0.666666667,0.5,0.5,0.5,0.666666667,0.75,0.75,0.5,0.5,1660,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 8 (Funeral ritual songs 1),7,Funeral Song for Carrying Bier (5),purple,0.181614602,-0.057606584
279,ad,a,c,b,0,0.5,1,ea,d,0.5,0,0.5,0.5,cf,1,0.5,0,,,,0.5,0.5,0.5,c,c,0,0.75,0.6,0.25,0.6,0.75,0.666666667,0.333333333,1,1,0.5,0.333333333,0.5,0.5,0.25,0.25,1854,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 9 (Funeral ritual songs 2 [1-4]/Seasonal festival songs 1 [5-7]),3,Funeral Song for Hardening Grave (2),blue,0.035231341,-0.134918437
280,da,a,c,b,0,1,0.5,e,d,0.5,0.5,0.5,0,ae,0.5,0.5,0,,,,0.5,0.5,0.5,c,c,0,0.75,0.6,0.75,0.4,0.75,0.333333333,0.666666667,0.5,0,0.25,0.666666667,0.5,0.75,0.5,0.25,1591,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 9 (Funeral ritual songs 2 [1-4]/Seasonal festival songs 1 [5-7]),5,Seasonal Circledance Song (1) - Gang-gang-sullae,blue,-0.014330454,-0.081210715
281,b,,,,,0.5,0.5,ea,d,0.5,0.5,0.5,0.5,ae,0,0,0,,,,0.5,0,0,dc,a,,0.75,0.8,0.75,0.6,0.75,1,0.666666667,1,0.5,0.5,0.333333333,0.5,0.5,0.25,0.25,1818,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 10 (Seasonal festival songs 2),4,Ritual Song for Good Fortune (4) - Aek-maegi-taryeong (Warding off Song),yellow,-0.018837994,0.016411811
282,d,b,c,a,0,1,0,e,d,0.5,0,0.5,0.5,fa,0,0.5,0,,,,0.5,0.5,0,c,c,0,0.75,1,0.75,0.8,0.5,1,1,1,0.5,0.5,0.333333333,0.75,0.75,0.25,0.25,1670,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),3,Women's Play Song Dungdangae-taryeong (1),blue,-0.12982245,-0.09668662
283,d,a,c,b,0,1,0,a,,,,0,0,ce,0,0,0,,,,0.5,0.5,0,a,a,,,,1,0.6,0.5,1,0,1,1,0.75,0.333333333,0.5,0.5,0,0.5,1665,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),10,Play Song Geomi-taryeong (Song about Spider),red,-0.174799083,0.092984956
284,d,b,c,a,0,1,0.5,e,e,0.5,0,0.5,1,fe,0.5,0,0,,,,0.5,0.5,0,a,a,,,,0.75,0.8,0.5,1,1,1,0.5,0.5,0.333333333,0.25,0.5,0.5,0.25,1694,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),12,Play Song Ojingeo-taryeong (Song about Cuttlefish),blue,-0.026582661,-0.087394867
285,d,a,c,b,0,1,0,e,d,0.5,0.5,0.5,0,fa,0,0,0,,,,1,0.5,0,a,a,,,,0.75,0.4,0.5,0.666666667,1,1,0.5,0.75,0.333333333,0.5,0.5,0.5,0.5,1352,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),13,Play Song Memil-taryeong (Song about Buckwheat),yellow,-0.095440944,0.037260001
286,db,a,c,b,0,1,0,ea,a,0,0,0.5,0.5,af,0,0,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.25,0.333333333,0.5,0.5,0.25,0.25,1705,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),15,Play Song Ddeok-taryeong (Song about Rice Cake),yellow,-0.092741549,0.049216434
287,d,a,c,b,0,1,0,ea,a,0,0,0.5,0.5,fa,0,0,0,,,,0.5,0,0,a,a,,,,0.5,,0.5,1,0.666666667,1,1,0.75,0.333333333,0.5,0.5,0.25,0.25,1582,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),16,Play Song Yeonggam-taryeong (Song about a Couple),yellow,-0.117930406,0.037556347
288,d,a,c,b,0,1,0,ea,a,0,0,0.5,0,f,0,0,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.75,1,0.666666667,1,1,0.5,0.333333333,0.75,0.5,0,0,1498,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),17,Play Song Jungtaryeong (Song about a Monk),yellow,-0.138889062,0.050286619
289,db,b,c,a,0,1,0,e,d,0,0,0.5,0,fa,0,0.5,0,,,,0.5,0,0.5,a,a,,,,0.5,0.6,0.75,0.666666667,0.666666667,1,0,0.5,0.333333333,0.5,0.25,0.25,0.25,1370,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),18,Taffy Seller's Song,yellow,-0.05614275,0.095473322
290,b,,,,,0.5,0,e,d,0.5,0,0.5,0.5,fa,0,0,0,,,,0.5,0,0,a,a,,,,0.75,0.8,0.25,1,0.666666667,1,1,0.5,0.333333333,0.5,0.25,0.25,0.25,1724,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),22,Play Song Ddonggrangddaeng,yellow,-0.023305575,0.079509521
291,d,a,c,b,0,1,0,e,e,0.5,0,0.5,0.5,fe,0,0,0,,,,0.5,0.5,0.5,d,a,,,,0.75,0.6,0.5,1,1,1,1,0.5,0.333333333,0.5,0.5,0.25,0.25,1795,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 11 (Play songs),23,Play Song Gunbam-taryeong,blue,-0.097051155,-0.076114492
292,d,b,c,a,0,1,0.5,e,e,0.5,1,0.5,0.5,fe,0.5,0,0,,,,1,0,0,a,a,,,,0.5,0.4,0.5,1,0.666666667,1,0.5,0.5,0.333333333,0.5,0.5,0.5,0.5,1743,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),2,Narrative Song about Pouch,yellow,-0.070556968,-0.053616316
293,b,,,,,0.5,0.5,e,e,0.5,1,0.5,0,fe,0,0,0,,,,0.5,0,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,0.5,1,0.5,0,0.5,0.5,0.75,0.5,1695,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),3,Narrative Song about an Abnormal Marriage,green,0.033757293,0.05549174
294,db,a,c,b,0,1,0,e,e,0.5,1,0.5,0,e,0,0,0,,,,0.5,0.5,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0,0.25,0.25,0.5,0.25,1652,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),4,Narrative Song about a Soldier,yellow,-0.082404905,0.025035781
295,a,,,,,0,0.5,e,c,0.5,0.5,0.5,0,fe,1,0,0,,,,0.5,0.5,0.5,a,a,,,,0.25,,0.5,,1,1,0.5,0.75,0,0.25,0.5,0.75,0.5,1486,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),7,Narrative Song about Silkworm,purple,0.166280504,-0.01053509
296,ba,,,,,0.5,0.5,e,d,0.5,0,0.5,0.5,fc,0.5,0,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.6,0.25,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,0.25,1769,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),11,Narrative Song about an Experience,green,0.092296717,0.034304525
297,d,a,c,a,0,1,0,e,d,0.5,0,0.5,0.5,fc,0,0,0,,,,1,0.5,0,a,a,,,,0.75,0.6,0.5,1,1,0.5,1,0.5,0.333333333,0.5,0.75,0.5,0.25,1853,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),12,Narrative Song about a Motherless Girl,yellow,-0.104969507,-0.020660489
298,d,b,c,b,0,1,0.5,e,e,0.5,0.5,0.5,0.5,ec,0.5,0,0,,,,0.5,0,0,a,a,,,,0.5,0.6,0.5,0.666666667,1,1,0.5,0.5,0,0.5,0.5,0.5,0.25,1764,,Korean (Gangwon),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),13,Song about Woman's Harsh Married Life (1),yellow,-0.027800797,-0.047441854
299,b,,,,,1,0.5,ea,d,0.5,0,0.5,0,ce,0.5,0,0,,,,0.5,0,0,a,a,,,,0.75,0.6,0.25,0.333333333,0.666666667,0.5,0.5,0.75,0,0.5,0.25,0.75,0.5,1734,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),14,Song about Woman's Harsh Married Life (2),green,0.025732457,0.114645121
300,db,b,c,a,0,1,0.5,e,d,0.5,0.5,0.5,0.5,fa,0,0,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,1,1,0.5,0.5,0.5,0,0.25,0.5,0.5,0.5,1698,,Korean (S. Jeolla),Choi (2000),MBC Hanguk minyo taejon 12 (Narrative/lament/children's songs),15,Narrative Song Jinju-nanggun,yellow,-0.067490141,0.005353284
301,b,,,,,0.5,0.5,ea,d,0,0,0,0,a,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.5,0.8,0.5,0.333333333,0.666666667,1,0.5,0.75,0.333333333,0.5,0.25,0.75,0.75,2159,Le Fils Du Renne Femelle,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,1,The Son of the Female Reindeer,green,0.073217629,0.206880171
302,b,,,,,0.5,0.5,e,a,0,0,0.5,0,af,0,1,0,,,,0,0.5,0.5,a,a,,,,0.75,0.8,0.75,0.333333333,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,1,2106,La Gaie Jeune Fille,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,2,The Happy Young Maid,green,0.040445179,0.169370287
303,b,,,,,1,0,ea,d,0,0,0.5,0,af,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.5,0.8,0.5,0.333333333,0.333333333,0.5,0.5,0.75,0,0.25,0.25,0.5,0.75,2192,La Fleche Bariolee,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,3,The Multicoloured Arrow,green,0.020404963,0.170856725
304,a,,,,,0,0.5,e,a,0.5,0,0.5,1,ac,0,0,0,,,,0,0.5,0.5,a,a,,,,0.75,0.6,0.5,,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.5,0.75,2194,Les Deux Rennes Males,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,4,The Two Male Reindeers,green,0.094746661,0.088336191
305,b,,,,,0.5,0.5,e,d,0.5,0,0.5,1,af,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.666666667,0.5,0.5,0.5,0.333333333,0.5,0.5,0.5,0.5,2183,"L'Hirondelle,Flech",Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,5,The Arrow-Sparrow,green,0.106723683,0.060857339
306,b,,,,,0.5,0.5,e,a,0,0,1,0.5,fa,0,0.5,0,,,,0.5,0,0.5,a,a,,,,0.75,0.8,0.75,0.333333333,0.666666667,1,0.5,0.75,0.333333333,0.5,0.25,0.75,0.75,2094,Chant Divinatoire,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,6,Divination Song,green,0.04394312,0.118577831
307,ab,,,,,0,0.5,e,a,0,0,0.5,0,ac,0,0.5,0,,,,0.5,0.5,1,a,a,,,,0.75,0.8,0.75,0.333333333,0.666666667,0.5,1,0.75,0.333333333,0.75,0.5,0.5,0.25,2144,Chant Narratif,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,7,Narrative Song,green,0.090938197,0.139317047
308,ab,,,,,0,1,ae,a,0,1,0,0,af,0.5,0,0,,,,0,0.5,0.5,a,a,,,,0.5,0.6,0.75,0.333333333,0.333333333,1,1,0.75,0.333333333,0.25,0.25,0.5,0.25,2211,L'Orpheline,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,8,The Orphan,green,0.145156209,0.141793241
309,a,,,,,0,1,e,d,0.5,1,0.5,0.5,ec,0.5,0.5,0,,,,0,0.5,0.5,a,a,,,,0.75,,0.75,,0.333333333,0.5,0.5,0.75,0.333333333,0.5,0.5,0.75,0.5,2023,Chant Maternel,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,9,Mother Song,green,0.182266272,0.058683827
310,b,,,,,0.5,0.5,e,d,0,0,0,0,ae,0.5,0.5,0,,,,0,0.5,0.5,a,a,,,,0.5,0.4,0.5,0.333333333,0.333333333,0,1,0.5,0.666666667,0.75,0.75,0.5,0.5,2190,La Mal Mariee,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,10,The Ill-Wed,green,0.110027592,0.154593095
311,ab,,,,,0.5,0.5,ea,a,0,0,0,0,a,0,0.5,0,,,,0.5,1,0.5,a,a,,,,0.5,0.6,0.5,0.333333333,0.666666667,1,0.5,0.75,0.333333333,0.5,0.25,0.5,0.75,2022,Chant Chamanique,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,11,Shamanic Song,green,0.081040483,0.167661463
312,a,,,,,0,0.5,eab,a,0,0,0,0,a,0,1,0,,,,0,0.5,0.5,ab,b,1,0.25,0.2,0.75,0.2,0.5,,0.333333333,0.5,1,0.75,0.333333333,0.75,0.5,0.75,0.75,2164,Shamanic Bear Session,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,12,Shamanic Bear Session,green,0.071379409,0.203642461
313,b,,,,,0.5,0.5,e,d,0.5,0,0.5,1,fc,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.75,0.4,0.5,0.333333333,1,0.5,1,0.5,0.333333333,0.75,0.75,0.75,0.25,2173,Chant,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,13,Song,green,0.098195855,0.030301147
314,a,,,,,0,1,ea,a,0.5,0,1,1,ec,0,0.5,0,,,,0.5,0.5,0.5,a,a,,,,0.5,0.4,0.5,,0.333333333,1,1,0.75,0.666666667,0.75,0.5,0.75,0.5,2207,Chant De La Mere,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,14,Song About My Mother,green,0.12961053,0.060219162
315,a,,,,,0,0.5,ec,a,0,0,0.5,0,ea,0,0,0,,,,0.5,1,0.5,a,a,,,,0.75,,0.5,,1,0.5,1,0.5,0.333333333,0.75,0.75,0.75,0.25,2067,Chants D'Adieux,Nganasan,Lecomte (1995-2012),Siberie 1: Shamanic and narrative songs of Siberian Arctic,15,Farewell Song,green,0.103569613,0.11713308
316,b,,,,,0.5,0,ea,a,0,0,0.5,0,fa,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.5,0.8,0.5,1,0.666666667,1,0,0.75,0.333333333,0.5,0.25,0.25,0.5,1671,Olonkho De Budurubet Muldiu Bebe,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,1,"Sung tale about the origin of the olonkho main hero, Budurubet Muldiu Bebe - fragment",green,0.022593688,0.162208372
317,b,,,,,1,0,e,a,0,0,0.5,0,fa,0,0,0,,,,0,0.5,0.5,a,a,,,,0.75,0.8,0.5,1,0.666666667,1,0,0.75,0.333333333,0.75,0.25,0.25,0.25,1680,Olonkho D'elbet Suppet Uelen Khardaaccy,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,2,"The wedding proposal of the olonkho's main character, Elbet Suppet Uelen Khardaaccy",green,-0.011754342,0.14984175
318,a,,,,,0,1,e,d,0,1,0,0,ae,1,1,0,,,,0,0.5,0,a,a,,,,0,,0.75,,0.666666667,0,0,0.25,0,0.25,0.75,0.75,0.75,1718,Chant D'ardiamaan Diardiamaan,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,5,"The song of Ardiamaan Diardiamaan, the inferior world abassy hero who abducted Tujaarma Kuo",green,0.186650546,0.120400549
319,d,a,c,a,0,1,0,ec,d,0,0,0,0,e,0,0,0,,,,1,0,0,c,c,0,0.5,0.8,0.75,0.8,0.75,1,0.666666667,1,1,0.5,0.666666667,0.75,0.5,0.25,0.25,1867,Danse En Rond Osuokhai,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,10,The osuokhai (dance in circles),red,-0.248918973,-0.049010471
320,b,,,,,0.5,0,ae,e,0,0,0.5,0,af,0,0,0,,,,0,0.5,0.5,a,a,,,,1,1,0.5,0.333333333,0.333333333,1,1,0.5,0.333333333,0.75,0.75,0.25,0,1758,Cabyrgakh,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,16,"Cabyrgakh (""hurried speech"")",green,0.021435321,0.172442776
321,d,b,c,a,0,1,0,e,d,0,1,0,0,e,0,1,0,,,,0.5,0.5,0,a,a,,,,0.75,0.4,0.5,0.666666667,1,0,0.5,0.5,0.333333333,0.75,0.75,0.75,0.75,1602,Chant De La Jeune Fille Qui Va Se Marier,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,17,Song of a young maid about to get married,yellow,-0.108025556,0.10242486
322,b,,,,,0.5,0.5,e,e,0,0,0,0,a,0,1,0,,,,0,1,0.5,a,a,,,,0.5,0.6,0.75,0.666666667,1,1,0.5,0.5,0.666666667,0.75,0.75,0.25,0.75,1608,Tojuk,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,18,A Tojuk celebrating Yakutia,green,0.051310678,0.151663596
323,b,,,,,0.5,0.5,e,d,0,1,0,0,ae,0.5,0.5,0,,,,0,0.5,0.5,a,a,,,,0.5,0.6,0.25,0.333333333,0.666666667,1,0,0.5,0,0.5,0.25,0.25,0.5,1700,Altannyy Tojuk,Sakha/Yakut,Lecomte (1995-2012),Siberie 2: Yakutia: Epics and improvisations,19,Altannyy tojuk,green,0.096386248,0.134615826
324,bd,a,c,b,0,0.5,0,e,a,0,0,0.5,0,f,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.75,0.8,0.5,0.666666667,1,0.5,0.5,0.75,0.333333333,0.5,0.25,0.25,0.5,1720,"My Planes, My Racing Reindeers",Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,1,"My Planes, My Racing Reindeer",yellow,-0.012190501,0.083322513
325,b,,,,,1,0,e,a,0,1,0.5,0,af,0.5,1,0,,,,1,0,0,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,0,1,0.75,0.333333333,0.5,0.25,0.5,0.75,1446,Wordless Song,Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,2,A Worldess Song,yellow,-0.083608067,0.16908627
326,db,a,c,b,0,1,0.5,e,d,0.5,0,0.5,0,f,0,0,0,,,,1,0,0,a,a,,,,1,0.6,0.5,1,0.666666667,0.5,0.5,0.75,0.333333333,0.5,0.25,0.5,0.5,1381,Song Of The Young Sister-In-Law,Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,3,A Song About The Young Sister-in-law,yellow,-0.087323688,0.057876009
327,a,,,,,0,0,e,e,0,0,0.5,0,f,0,0.5,0,,,,0,0.5,0.5,a,a,,,,0.75,,0.75,,0.666666667,0,0.5,0.75,0.333333333,0.5,0.25,0.5,0.5,1478,When My Wife Waits For Me In The Jaranga,Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,4,When My Wife Waits For Me In The Jaranga,green,0.069140331,0.148577812
328,a,,,,,0.5,0.5,e,d,0,0,0,0,af,1,0.5,0,,,,0,1,0.5,a,a,,,,0,,0.5,,0.666666667,0,0,0.25,0.666666667,0.5,0.25,0.5,1,1374,You Are The Only One I Have,Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,5,You Are The Only One I Have,green,0.177223299,0.123031314
329,b,,,,,0.5,0.5,ea,c,0.5,0.5,0.5,0,fa,0.5,1,0,,,,0,1,0.5,a,a,,,,0.5,0.6,0.5,0.666666667,0.666666667,1,0.5,0.75,0,0.25,0.25,0.25,0.75,1688,"Cukcs Are Walking Over There, It's Obvious",Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,6,Cukcs Are Walking Over There It Is Obvious,green,0.088594593,0.101300641
330,db,a,c,a,0,0.5,0,e,d,0.5,0,0.5,0,e,0.5,0.5,0,,,,0.5,1,0.5,a,a,,,,0.75,0.6,0.5,0.666666667,0.666666667,1,1,0.75,0.333333333,0.5,0.25,0.25,0.5,1521,Days Are Short,Chukchi,Lecomte (1995-2012),Siberie 3: Kolyma: Songs of nature and animals,7,Days Are Short,yellow,-0.007677764,0.022944438
